Survey,Survey Cycle,Vessel,Cruise Leg,Trawl Id,Trawl Performance,Trawl Date,Trawl Start Time,Best Latitude (dd),Best Longitude (dd),Best Position Type,Best Depth (m),Best Depth Type,Trawl Duration (min),Area Swept by the Net (hectares),Temperature At the Gear (degs C)
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003128,Fisheries Assessment Acceptable,10/18/03,10/18/03 19:18,34.25705147,-119.678257,Gear Track Midpoint,195.5,Bottom Depth,18.2,1.862668,9.93
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003129,Fisheries Assessment Acceptable,10/19/03,10/19/03 8:40,33.80854607,-120.0024948,Gear Track Midpoint,113.9,Bottom Depth,17.2,2.16384,10.35
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003132,Fisheries Assessment Acceptable,10/20/03,10/20/03 6:17,34.01584816,-118.9906693,Gear Track Midpoint,95.5,Bottom Depth,16.9,2.12968,10.95
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003134,Fisheries Assessment Acceptable,10/20/03,10/20/03 14:11,33.52340126,-118.6207733,Gear Track Midpoint,431.2,Bottom Depth,16.7,1.596384,7.68
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003136,Fisheries Assessment Acceptable,10/20/03,10/20/03 20:30,33.26272583,-118.1287155,Gear Track Midpoint,822.5,Bottom Depth,22.5,2.284021,4.5
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003137,Fisheries Assessment Acceptable,10/21/03,10/21/03 5:12,32.57083702,-118.792923,Gear Track Midpoint,769,Bottom Depth,21.6,2.640816,4.77
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003138,Fisheries Assessment Acceptable,10/21/03,10/21/03 14:17,32.98830223,-117.6441498,Gear Track Midpoint,911.2,Bottom Depth,22.28,2.583488,4.41
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003139,Fisheries Assessment Acceptable,10/21/03,10/21/03 17:31,33.16316605,-117.6278381,Gear Track Midpoint,790.2,Bottom Depth,21.2,2.52945,4.85
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003141,Fisheries Assessment Acceptable,10/22/03,10/22/03 10:35,33.06330256,-117.3726899,Gear Start Haulback,264.1,Bottom Depth,20.1,2.55794,9.33
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003142,Fisheries Assessment Acceptable,10/22/03,10/22/03 14:45,32.82910538,-117.356636,Gear Track Midpoint,101.3,Bottom Depth,17,1.9321,11.01
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Blue Horizon,5,200303003145,Fisheries Assessment Acceptable,10/23/03,10/23/03 8:32,32.76560211,-117.3842964,Gear Track Midpoint,276.4,Bottom Depth,16.4,1.945465,
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006001,Fisheries Assessment Acceptable,6/24/03,6/24/03 11:32,46.15689167,-124.5157417,Vessel Track Midpoint,140.7,Bottom Depth,20.18,1.990212,6.73
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006002,Fisheries Assessment Acceptable,6/24/03,6/24/03 16:36,46.50400734,-124.7326698,Gear Track Midpoint,606.3,Bottom Depth,20.3,2.229375,4.6
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006003,Fisheries Assessment Acceptable,6/24/03,6/24/03 20:27,46.7550375,-124.5428083,Vessel Track Midpoint,107.5,Bottom Depth,17.27,1.595904,6.88
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006004,Fisheries Assessment Acceptable,6/25/03,6/25/03 5:57,47.60206985,-124.8156242,Gear Track Midpoint,106.1,Bottom Depth,18.2,1.786054,6.9
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006005,Fisheries Assessment Acceptable,6/25/03,6/25/03 10:21,47.67157745,-125.0601616,Gear Track Midpoint,176.7,Bottom Depth,18.32,1.966294,6.72
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006007,Fisheries Assessment Acceptable,6/25/03,6/25/03 19:20,47.64741135,-124.9656601,Gear Track Midpoint,149.1,Bottom Depth,19.13,2.063817,6.72
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006008,Fisheries Assessment Acceptable,6/26/03,6/26/03 6:10,48.43865967,-124.850975,Gear Track Midpoint,312.9,Bottom Depth,18.2,1.918846,6.07
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006009,Fisheries Assessment Acceptable,6/26/03,6/26/03 9:25,48.40010834,-125.1641579,Gear Track Midpoint,169,Bottom Depth,20.77,2.316816,6.49
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006010,Fisheries Assessment Acceptable,6/26/03,6/26/03 13:50,48.30670738,-125.2780724,Gear Track Midpoint,171.8,Bottom Depth,19.37,2.502182,6.6
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006011,Fisheries Assessment Acceptable,6/26/03,6/26/03 17:46,48.26418304,-125.1310844,Gear Track Midpoint,123.2,Bottom Depth,17.85,1.84869,6.54
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006012,Fisheries Assessment Acceptable,6/27/03,6/27/03 7:32,48.07754135,-124.9217682,Gear Track Midpoint,81.9,Bottom Depth,19.07,1.874124,6.82
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006013,Fisheries Assessment Acceptable,6/27/03,6/27/03 12:07,48.16160393,-124.9398346,Gear Track Midpoint,114.1,Bottom Depth,20.42,1.737917,6.44
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006014,Fisheries Assessment Acceptable,6/27/03,6/27/03 16:43,48.0267086,-125.0521278,Gear Track Midpoint,125.3,Bottom Depth,18.2,1.996378,6.63
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006015,Fisheries Assessment Acceptable,6/28/03,6/28/03 6:18,47.96616667,-125.3530917,Vessel Track Midpoint,659.2,Bottom Depth,24.15,2.468016,4.42
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006016,Fisheries Assessment Acceptable,6/28/03,6/28/03 9:17,47.91131401,-125.5565033,Gear Track Midpoint,296.2,Bottom Depth,19.83,1.796853,5.45
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006023,Fisheries Assessment Acceptable,6/29/03,6/29/03 9:58,48.15981483,-125.3804398,Gear Track Midpoint,113.7,Bottom Depth,18.32,1.833937,6.89
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006024,Fisheries Assessment Acceptable,6/29/03,6/29/03 13:23,48.1404438,-125.3148651,Gear Track Midpoint,135.9,Bottom Depth,19.95,1.944441,6.83
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006025,Fisheries Assessment Acceptable,6/29/03,6/29/03 18:18,47.90626907,-124.9149094,Gear Track Midpoint,96.6,Bottom Depth,19.6,1.95776,6.56
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006026,Fisheries Assessment Acceptable,6/30/03,6/30/03 5:54,47.7756424,-124.9102325,Gear Track Midpoint,107.9,Bottom Depth,18.32,1.961712,6.78
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006027,Fisheries Assessment Acceptable,6/30/03,6/30/03 10:31,47.61030769,-125.4310112,Gear Track Midpoint,969.8,Bottom Depth,29.87,3.29744,3.41
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006028,Fisheries Assessment Acceptable,6/30/03,6/30/03 13:55,47.73900223,-125.5210419,Gear Track Midpoint,949.2,Bottom Depth,32.32,3.543876,3.55
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006029,Fisheries Assessment Acceptable,6/30/03,6/30/03 15:46,47.68302345,-125.5083199,Gear Track Midpoint,1096.3,Bottom Depth,31.03,2.720146,3.2
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006031,Fisheries Assessment Acceptable,7/1/03,7/1/03 5:15,47.22568703,-124.6295319,Gear Track Midpoint,88.9,Bottom Depth,18.67,1.832952,6.61
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,1,200303006032,Fisheries Assessment Acceptable,7/1/03,7/1/03 8:30,46.96545029,-124.860611,Gear Track Midpoint,182.3,Bottom Depth,19.72,2.036448,6.36
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006033,Fisheries Assessment Acceptable,7/5/03,7/5/03 7:48,46.3471756,-124.6716156,Gear Track Midpoint,977.9,Bottom Depth,24.15,2.265552,3.65
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006034,Fisheries Assessment Acceptable,7/5/03,7/5/03 13:12,46.63735008,-125.0431519,Gear Track Midpoint,937.1,Bottom Depth,24.15,2.30384,3.73
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006035,Fisheries Assessment Acceptable,7/5/03,7/5/03 16:22,46.76181793,-125.0783882,Gear Track Midpoint,769.8,Bottom Depth,25.43,2.716974,4.12
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006037,Fisheries Assessment Acceptable,7/6/03,7/6/03 5:59,46.22581482,-124.3645935,Gear Track Midpoint,122.5,Bottom Depth,17.5,1.902354,6.6
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006038,Fisheries Assessment Acceptable,7/6/03,7/6/03 10:08,46.26096725,-124.7089615,Gear Track Midpoint,926.2,Bottom Depth,28.93,2.3621,3.8
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006039,Fisheries Assessment Acceptable,7/6/03,7/6/03 13:47,46.01436424,-124.6578102,Gear Track Midpoint,193.4,Bottom Depth,17.5,1.87012,6.41
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006040,Fisheries Assessment Acceptable,7/6/03,7/6/03 18:36,45.92247009,-124.1591187,Gear Track Midpoint,92.3,Bottom Depth,18.2,1.757574,6.74
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006042,Fisheries Assessment Acceptable,7/7/03,7/7/03 10:00,45.82539177,-124.803463,Gear Track Midpoint,814,Bottom Depth,26.83,2.827968,3.97
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006044,Fisheries Assessment Acceptable,7/7/03,7/7/03 14:57,45.60079956,-124.3155708,Gear Track Midpoint,155.5,Bottom Depth,19.02,2.067903,6.45
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006045,Fisheries Assessment Acceptable,7/7/03,7/7/03 18:46,45.43622208,-124.4886894,Gear Track Midpoint,424.2,Bottom Depth,20.07,2.194752,5.45
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006046,Fisheries Assessment Acceptable,7/8/03,7/8/03 6:00,45.44984627,-124.8809433,Gear Track Midpoint,1038.1,Bottom Depth,25.78,2.313984,3.56
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006047,Fisheries Assessment Acceptable,7/8/03,7/8/03 9:31,45.23276138,-124.8274765,Gear Track Midpoint,805.7,Bottom Depth,24.27,2.414412,4.17
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006048,Fisheries Assessment Acceptable,7/8/03,7/8/03 12:25,45.09343338,-124.9004517,Gear Track Midpoint,732.5,Bottom Depth,22.98,2.430792,4.45
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006049,Fisheries Assessment Acceptable,7/8/03,7/8/03 14:59,44.96425056,-124.7920456,Gear Track Midpoint,589.5,Bottom Depth,22.4,2.072351,4.91
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006050,Fisheries Assessment Acceptable,7/8/03,7/8/03 18:05,44.81122589,-124.8368988,Gear Track Midpoint,390.6,Bottom Depth,15.52,1.632492,5.76
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006051,Fisheries Assessment Acceptable,7/9/03,7/9/03 5:39,45.29987144,-124.3835793,Gear Track Midpoint,325.4,Bottom Depth,17.85,1.88734,6.02
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006052,Fisheries Assessment Acceptable,7/9/03,7/9/03 9:13,45.10150833,-124.3877083,Vessel Track Midpoint,313.4,Bottom Depth,17.85,1.846578,6.03
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006053,Fisheries Assessment Acceptable,7/9/03,7/9/03 13:01,44.88166809,-124.1851654,Gear Track Midpoint,96.9,Bottom Depth,21.47,2.068444,7.05
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006054,Fisheries Assessment Acceptable,7/9/03,7/9/03 17:46,44.75503731,-124.8549461,Gear Track Midpoint,581,Bottom Depth,26.37,2.418795,4.96
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006055,Fisheries Assessment Acceptable,7/10/03,7/10/03 5:46,44.42813873,-124.9718475,Gear Track Midpoint,734.3,Bottom Depth,26.02,2.524288,4.42
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006056,Fisheries Assessment Acceptable,7/10/03,7/10/03 9:34,44.56784439,-124.6017876,Gear Track Midpoint,178.4,Bottom Depth,18.25,1.966984,6.8
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006057,Fisheries Assessment Acceptable,7/10/03,7/10/03 14:04,44.35090417,-124.6009792,Vessel Track Midpoint,96.1,Bottom Depth,20.53,1.827144,7.02
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006058,Fisheries Assessment Acceptable,7/10/03,7/10/03 16:56,44.18777847,-124.3032036,Gear Track Midpoint,81.2,Bottom Depth,18.43,1.669784,7.04
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006059,Fisheries Assessment Acceptable,7/11/03,7/11/03 5:18,43.91827083,-124.7456542,Vessel Track Midpoint,176.5,Bottom Depth,20.53,2.189065,7.02
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006060,Fisheries Assessment Acceptable,7/11/03,7/11/03 9:26,43.76863098,-124.8175201,Gear Track Midpoint,593.1,Bottom Depth,19.95,2.113776,4.73
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006061,Fisheries Assessment Acceptable,7/11/03,7/11/03 12:29,43.59779167,-124.7824478,Gear Track Midpoint,670.3,Bottom Depth,21.93,2.22604,4.65
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,2,200303006062,Fisheries Assessment Acceptable,7/11/03,7/11/03 14:40,43.60926628,-124.5712547,Gear Track Midpoint,210.4,Bottom Depth,19.83,2.150872,7.04
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006063,Fisheries Assessment Acceptable,7/15/03,7/15/03 5:57,43.37831306,-124.7807121,Gear Track Midpoint,614.5,Bottom Depth,22.87,2.456874,4.46
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006064,Fisheries Assessment Acceptable,7/15/03,7/15/03 9:16,43.08953857,-124.8688812,Gear Track Midpoint,305.7,Bottom Depth,17.73,1.76652,6.43
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006066,Fisheries Assessment Acceptable,7/15/03,7/15/03 13:46,42.89702797,-124.7219162,Gear Track Midpoint,142.7,Bottom Depth,18.2,1.981707,7.26
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006067,Fisheries Assessment Acceptable,7/15/03,7/15/03 19:19,42.97608757,-124.724617,Gear Track Midpoint,149.1,Bottom Depth,19.13,2.11265,7.06
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006068,Fisheries Assessment Acceptable,7/16/03,7/16/03 6:05,43.0439167,-124.7195702,Gear Track Midpoint,163.5,Bottom Depth,19.13,2.179926,6.93
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006069,Fisheries Assessment Acceptable,7/16/03,7/16/03 10:02,43.04487038,-125.0027199,Gear Track Midpoint,1030.1,Bottom Depth,27.77,2.899122,3.56
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006071,Fisheries Assessment Acceptable,7/16/03,7/16/03 13:32,42.99534607,-124.8640251,Gear Track Midpoint,266.9,Bottom Depth,18.55,1.845228,6.41
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006072,Fisheries Assessment Acceptable,7/16/03,7/16/03 17:37,42.89669991,-124.8312531,Gear Track Midpoint,246.7,Bottom Depth,18.67,1.958631,6.88
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006073,Fisheries Assessment Acceptable,7/17/03,7/17/03 5:42,42.78011322,-124.7192993,Gear Track Midpoint,198.7,Bottom Depth,19.72,2.29152,7.28
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006074,Fisheries Assessment Acceptable,7/17/03,7/17/03 10:19,42.6931572,-124.862011,Gear Track Midpoint,590.3,Bottom Depth,22.17,2.163645,5.01
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006075,Fisheries Assessment Acceptable,7/17/03,7/17/03 14:54,42.61108971,-124.6843262,Gear Track Midpoint,160.1,Bottom Depth,19.37,1.757984,7.07
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006076,Fisheries Assessment Acceptable,7/17/03,7/17/03 19:42,42.45870399,-124.8110657,Gear Track Midpoint,319.1,Bottom Depth,19.02,1.845503,6.31
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006077,Fisheries Assessment Acceptable,7/18/03,7/18/03 6:11,42.3899375,-124.8666083,Vessel Track Midpoint,1134.1,Bottom Depth,25.55,2.156875,3.35
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006078,Fisheries Assessment Acceptable,7/18/03,7/18/03 10:33,42.26806667,-124.8351833,Vessel Track Midpoint,655.5,Bottom Depth,15.05,1.679821,4.77
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006079,Fisheries Assessment Acceptable,7/18/03,7/18/03 13:49,42.27118874,-124.7200241,Gear Track Midpoint,498.8,Bottom Depth,19.25,1.97751,5.46
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006080,Fisheries Assessment Acceptable,7/18/03,7/18/03 16:22,42.13665199,-124.5245285,Gear Track Midpoint,132.1,Bottom Depth,18.9,2.0076,7.58
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006081,Fisheries Assessment Acceptable,7/19/03,7/19/03 6:13,42.10707283,-124.6685829,Gear Track Midpoint,528.2,Bottom Depth,22.05,2.366221,5.41
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006082,Fisheries Assessment Acceptable,7/19/03,7/19/03 9:00,41.9025135,-124.5450058,Gear Track Midpoint,205.8,Bottom Depth,17.85,1.67088,6.97
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006083,Fisheries Assessment Acceptable,7/19/03,7/19/03 12:59,41.74135017,-124.5409813,Gear Track Midpoint,488.2,Bottom Depth,22.05,2.249091,5.74
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006084,Fisheries Assessment Acceptable,7/19/03,7/19/03 15:27,41.60414314,-124.2947388,Gear Track Midpoint,62.2,Bottom Depth,19.02,1.740125,7.88
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006085,Fisheries Assessment Acceptable,7/19/03,7/19/03 17:41,41.470375,-124.3164083,Vessel Track Midpoint,83.3,Bottom Depth,17.85,1.735155,7.77
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006086,Fisheries Assessment Acceptable,7/20/03,7/20/03 5:45,41.85020256,-124.9488907,Gear Track Midpoint,935.3,Bottom Depth,27.18,2.559364,3.92
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006087,Fisheries Assessment Acceptable,7/20/03,7/20/03 9:16,41.62048149,-124.8281975,Gear Track Midpoint,883.1,Bottom Depth,25.08,2.525755,3.96
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006088,Fisheries Assessment Acceptable,7/20/03,7/20/03 13:01,41.46290833,-124.9309833,Vessel Track Midpoint,737,Bottom Depth,24.27,1.927195,4.38
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006089,Fisheries Assessment Acceptable,7/21/03,7/21/03 5:15,41.32385254,-124.2950096,Gear Track Midpoint,94.3,Bottom Depth,17.85,1.433474,7.86
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006090,Fisheries Assessment Acceptable,7/21/03,7/21/03 8:33,41.16368294,-124.3840218,Gear Track Midpoint,295.2,Bottom Depth,19.02,2.109744,6.98
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006091,Fisheries Assessment Acceptable,7/21/03,7/21/03 13:41,41.18585205,-124.5545502,Gear Track Midpoint,1014.3,Bottom Depth,29.75,3.288976,3.78
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006092,Fisheries Assessment Acceptable,7/21/03,7/21/03 17:29,40.92477417,-124.6564903,Gear Track Midpoint,652.4,Bottom Depth,19.6,2.15004,4.74
Groundfish Slope and Shelf Combination Survey,Cycle 2003,Captain Jack,3,200303006093,Fisheries Assessment Acceptable,7/21/03,7/21/03 20:46,40.63578796,-124.4664574,Gear Track Midpoint,89.6,Bottom Depth,18.32,1.806893,7.75
